orthogroup,assignment_status,accession,prepared_protein_id,source_protein_id,gene_id,gene_name,mapping_status
OG0002800,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_130224280.1,WP_130224280.1,FEM44_RS12110,dusA,mapped
OG0002800,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001355080.1,WP_001355080.1,AABJ99_RS21960,dusA,mapped
OG0002801,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418474.4,NP_418474.4,b4050,pspG,mapped
OG0002801,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000891392.1,WP_000891392.1,EFER_RS20645,pspG,mapped
OG0002801,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000891405.1,WP_000891405.1,C1192_RS18565,pspG,mapped
OG0002801,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000891396.1,WP_000891396.1,EAS44_RS23145,pspG,mapped
OG0002801,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_000891404.1,WP_000891404.1,FEM44_RS12115,pspG,mapped
OG0002801,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000891404.1,WP_000891404.1,AABJ99_RS21955,pspG,mapped
OG0002802,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418475.1,NP_418475.1,b4051,qorA,mapped
OG0002802,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000985191.1,WP_000985191.1,EFER_RS20650,EFER_RS20650,mapped
OG0002802,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000235536.1,WP_000235536.1,C1192_RS18575,C1192_RS18575,mapped
OG0002802,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001007672.1,WP_001007672.1,EAS44_RS23140,qorA,mapped
OG0002802,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523531.1,WP_135523531.1,FEM44_RS12120,FEM44_RS12120,mapped
OG0002802,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039020366.1,WP_039020366.1,AABJ99_RS21950,qorA,mapped
OG0002803,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418478.1,NP_418478.1,b4054,tyrB,mapped
OG0002803,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000486933.1,WP_000486933.1,EFER_RS20685,tyrB,mapped
OG0002803,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_001517573.1,WP_001517573.1,C1192_RS18615,tyrB,mapped
OG0002803,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000486945.1,WP_000486945.1,EAS44_RS23090,tyrB,mapped
OG0002803,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135385193.1,WP_135385193.1,FEM44_RS12140,tyrB,mapped
OG0002803,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039020369.1,WP_039020369.1,AABJ99_RS21915,tyrB,mapped
OG0002804,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418479.1,NP_418479.1,b4055,aphA,mapped
OG0002804,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_001226935.1,WP_001226935.1,EFER_RS20735,aphA,mapped
OG0002804,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354714.1,WP_038354714.1,C1192_RS18620,aphA,mapped
OG0002804,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001226933.1,WP_001226933.1,EAS44_RS23040,aphA,mapped
OG0002804,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_130205816.1,WP_130205816.1,FEM44_RS12150,aphA,mapped
OG0002804,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039020370.1,WP_039020370.1,AABJ99_RS21910,aphA,mapped
OG0002805,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418480.1,NP_418480.1,b4056,yjbQ,mapped
OG0002805,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000270379.1,WP_000270379.1,EFER_RS20740,EFER_RS20740,mapped
OG0002805,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_016262776.1,WP_016262776.1,C1192_RS18625,C1192_RS18625,mapped
OG0002805,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000270369.1,WP_000270369.1,EAS44_RS23035,yjbQ,mapped
OG0002805,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_138159004.1,WP_138159004.1,FEM44_RS12155,FEM44_RS12155,mapped
OG0002805,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039020371.1,WP_039020371.1,AABJ99_RS21905,yjbQ,mapped
OG0002806,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418481.1,NP_418481.1,b4057,yjbR,mapped
OG0002806,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000155656.1,WP_000155656.1,EFER_RS20745,EFER_RS20745,mapped
OG0002806,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354710.1,WP_038354710.1,C1192_RS18630,C1192_RS18630,mapped
OG0002806,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000155657.1,WP_000155657.1,EAS44_RS23030,yjbR,mapped
OG0002806,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_130218565.1,WP_130218565.1,FEM44_RS12160,FEM44_RS12160,mapped
OG0002806,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000155657.1,WP_000155657.1,AABJ99_RS21900,yjbR,mapped
OG0002807,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418482.1,NP_418482.1,b4058,uvrA,mapped
OG0002807,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000357763.1,WP_000357763.1,EFER_RS20750,uvrA,mapped
OG0002807,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354709.1,WP_038354709.1,C1192_RS18635,uvrA,mapped
OG0002807,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000357763.1,WP_000357763.1,EAS44_RS23025,uvrA,mapped
OG0002807,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523534.1,WP_135523534.1,FEM44_RS12165,uvrA,mapped
OG0002807,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000357740.1,WP_000357740.1,AABJ99_RS21895,uvrA,mapped
OG0002808,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418484.4,NP_418484.4,b4060,yjcB,mapped
OG0002808,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000201427.1,WP_000201427.1,EFER_RS20760,EFER_RS20760,mapped
OG0002808,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000224316.1,WP_000224316.1,C1192_RS18645,C1192_RS18645,mapped
OG0002808,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001296643.1,WP_001296643.1,EAS44_RS23015,yjcB,mapped
OG0002808,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_130224293.1,WP_130224293.1,FEM44_RS12175,FEM44_RS12175,mapped
OG0002808,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001295689.1,WP_001295689.1,AABJ99_RS21885,yjcB,mapped
OG0002809,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418487.1,NP_418487.1,b4063,soxR,mapped
OG0002809,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000412441.1,WP_000412441.1,EFER_RS20770,soxR,mapped
OG0002809,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354707.1,WP_038354707.1,C1192_RS18665,soxR,mapped
OG0002809,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000412431.1,WP_000412431.1,EAS44_RS23000,soxR,mapped
OG0002809,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_000412432.1,WP_000412432.1,FEM44_RS12190,soxR,mapped
OG0002809,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000412424.1,WP_000412424.1,AABJ99_RS21870,soxR,mapped
OG0002810,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418491.1,NP_418491.1,b4067,actP,mapped
OG0002810,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000832551.1,WP_000832551.1,EFER_RS21450,actP,mapped
OG0002810,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000832601.1,WP_000832601.1,C1192_RS18685,actP,mapped
OG0002810,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000832549.1,WP_000832549.1,EAS44_RS22970,actP,mapped
OG0002810,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_000832548.1,WP_000832548.1,FEM44_RS12205,actP,mapped
OG0002810,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021426.1,WP_039021426.1,AABJ99_RS21850,actP,mapped
OG0002811,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418492.1,NP_418492.1,b4068,yjcH,mapped
OG0002811,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_001014565.1,WP_001014565.1,EFER_RS21445,EFER_RS21445,mapped
OG0002811,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_001517575.1,WP_001517575.1,C1192_RS18690,C1192_RS18690,mapped
OG0002811,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001296646.1,WP_001296646.1,EAS44_RS22965,yjcH,mapped
OG0002811,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_001337746.1,WP_001337746.1,FEM44_RS12210,FEM44_RS12210,mapped
OG0002811,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001014565.1,WP_001014565.1,AABJ99_RS21845,yjcH,mapped
OG0002812,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418493.1,NP_418493.1,b4069,acs,mapped
OG0002812,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000078255.1,WP_000078255.1,EFER_RS21440,acs,mapped
OG0002812,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000078190.1,WP_000078190.1,C1192_RS18695,acs,mapped
OG0002812,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000078225.1,WP_000078225.1,EAS44_RS22960,acs,mapped
OG0002812,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523536.1,WP_135523536.1,FEM44_RS12215,acs,mapped
OG0002812,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_338387449.1,WP_338387449.1,AABJ99_RS21840,acs,mapped
OG0002813,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418501.1,NP_418501.1,b4077,gltP,mapped
OG0002813,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_002431724.1,WP_002431724.1,EFER_RS21435,gltP,mapped
OG0002813,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000789606.1,WP_000789606.1,C1192_RS18745,gltP,mapped
OG0002813,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000789579.1,WP_000789579.1,EAS44_RS22915,gltP,mapped
OG0002813,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523542.1,WP_135523542.1,FEM44_RS12260,gltP,mapped
OG0002813,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000789589.1,WP_000789589.1,AABJ99_RS21800,gltP,mapped
OG0002814,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418503.1,NP_418503.1,b4079,fdhF,mapped
OG0002814,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_015953946.1,WP_015953946.1,EFER_RS21425,EFER_RS21425,mapped
OG0002814,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_077784529.1,WP_077784529.1,C1192_RS18780,fdhF,mapped
OG0002814,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_011076734.1,WP_011076734.1,EAS44_RS22880,fdhF,mapped
OG0002814,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_077629246.1,WP_077629246.1,FEM44_RS12270,fdhF,mapped
OG0002814,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_077627041.1,WP_077627041.1,AABJ99_RS21790,fdhF,mapped
OG0002815,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418505.2,NP_418505.2,b4081,mdtO,mapped
OG0002815,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_001275245.1,WP_001275245.1,EFER_RS21410,mdtO,mapped
OG0002815,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354734.1,WP_038354734.1,C1192_RS18790,mdtO,mapped
OG0002815,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001275179.1,WP_001275179.1,EAS44_RS22870,mdtO,mapped
OG0002815,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523546.1,WP_135523546.1,FEM44_RS12280,mdtO,mapped
OG0002815,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021432.1,WP_039021432.1,AABJ99_RS21780,mdtO,mapped
OG0002816,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418506.1,NP_418506.1,b4082,mdtN,mapped
OG0002816,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000446399.1,WP_000446399.1,EFER_RS21405,mdtN,mapped
OG0002816,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354703.1,WP_038354703.1,C1192_RS19545,mdtN,mapped
OG0002816,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000446369.1,WP_000446369.1,EAS44_RS22865,mdtN,mapped
OG0002816,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523547.1,WP_135523547.1,FEM44_RS12285,mdtN,mapped
OG0002816,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021433.1,WP_039021433.1,AABJ99_RS21775,mdtN,mapped
OG0002817,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418507.2,NP_418507.2,b4083,yjcS,mapped
OG0002817,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_001066041.1,WP_001066041.1,EFER_RS21395,EFER_RS21395,mapped
OG0002817,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354702.1,WP_038354702.1,C1192_RS19535,yjcS,mapped
OG0002817,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001350810.1,WP_001350810.1,EAS44_RS22855,yjcS,mapped
OG0002817,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523548.1,WP_135523548.1,FEM44_RS12295,yjcS,mapped
OG0002817,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_105279073.1,WP_105279073.1,AABJ99_RS21765,yjcS,mapped
OG0002818,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418511.1,NP_418511.1,b4087,alsA,mapped
OG0002818,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000258618.1,WP_000258618.1,EFER_RS21375,alsA,mapped
OG0002818,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000811528.1,WP_000811528.1,EFER_RS01870,EFER_RS01870,mapped
OG0002818,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000937458.1,WP_000937458.1,EFER_RS12715,EFER_RS12715,mapped
OG0002818,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038354698.1,WP_038354698.1,C1192_RS19515,alsA,mapped
OG0002818,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000235242.1,WP_000235242.1,EAS44_RS22835,alsA,mapped
OG0002819,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418514.1,NP_418514.1,b4090,rpiB,mapped
OG0002819,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000716786.1,WP_000716786.1,EFER_RS21360,rpiB,mapped
OG0002819,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000955483.1,WP_000955483.1,EFER_RS02325,rpiB,mapped
OG0002819,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_241482942.1,WP_241482942.1,C1192_RS19500,rpiB,mapped
OG0002819,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000716787.1,WP_000716787.1,EAS44_RS22820,rpiB,mapped
OG0002819,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001183291.1,WP_001183291.1,AABJ99_RS21760,AABJ99_RS21760,mapped
OG0002820,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418532.1,NP_418532.1,b4108,yjdM,mapped
OG0002820,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_002431746.1,WP_002431746.1,EFER_RS20785,EFER_RS20785,mapped
OG0002820,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000056775.1,WP_000056775.1,C1192_RS19485,C1192_RS19485,mapped
OG0002820,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001300891.1,WP_001300891.1,EAS44_RS22735,yjdM,mapped
OG0002820,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_001300891.1,WP_001300891.1,FEM44_RS12365,FEM44_RS12365,mapped
OG0002820,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001300891.1,WP_001300891.1,AABJ99_RS21675,yjdM,mapped
OG0002821,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418537.1,NP_418537.1,b4113,basR,mapped
OG0002821,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000697902.1,WP_000697902.1,EFER_RS20810,pmrA,mapped
OG0002821,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000697920.1,WP_000697920.1,C1192_RS19450,basR,mapped
OG0002821,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000697907.1,WP_000697907.1,EAS44_RS22705,basR,mapped
OG0002821,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_000697915.1,WP_000697915.1,FEM44_RS12395,basR,mapped
OG0002821,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_032185719.1,WP_032185719.1,AABJ99_RS21645,basR,mapped
OG0002822,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418545.1,NP_418545.1,b4121,yjdF,mapped
OG0002822,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000198586.1,WP_000198586.1,EFER_RS20825,EFER_RS20825,mapped
OG0002822,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_001517602.1,WP_001517602.1,C1192_RS19400,C1192_RS19400,mapped
OG0002822,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000198739.1,WP_000198739.1,EAS44_RS22670,yjdF,mapped
OG0002822,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523562.1,WP_135523562.1,FEM44_RS12430,FEM44_RS12430,mapped
OG0002822,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000198767.1,WP_000198767.1,AABJ99_RS21610,yjdF,mapped
OG0002823,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418547.1,NP_418547.1,b4123,dcuB,mapped
OG0002823,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000899617.1,WP_000899617.1,EFER_RS20835,dcuB,mapped
OG0002823,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038355163.1,WP_038355163.1,C1192_RS19390,dcuB,mapped
OG0002823,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000899522.1,WP_000899522.1,EAS44_RS22660,dcuB,mapped
OG0002823,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523564.1,WP_135523564.1,FEM44_RS12440,dcuB,mapped
OG0002823,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000899522.1,WP_000899522.1,AABJ99_RS21600,dcuB,mapped
OG0002824,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418548.1,NP_418548.1,b4124,dcuR,mapped
OG0002824,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000982280.1,WP_000982280.1,EFER_RS20840,dcuR,mapped
OG0002824,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038355162.1,WP_038355162.1,C1192_RS19380,dcuR,mapped
OG0002824,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000611291.1,WP_000611291.1,EAS44_RS22655,dcuR,mapped
OG0002824,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_073511157.1,WP_073511157.1,FEM44_RS12445,dcuR,mapped
OG0002824,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000611290.1,WP_000611290.1,AABJ99_RS21595,dcuR,mapped
OG0002825,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418549.1,NP_418549.1,b4125,dcuS,mapped
OG0002825,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_001216441.1,WP_001216441.1,EFER_RS20845,EFER_RS20845,mapped
OG0002825,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038355161.1,WP_038355161.1,C1192_RS19375,C1192_RS19375,mapped
OG0002825,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001216482.1,WP_001216482.1,EAS44_RS22650,dcuS,mapped
OG0002825,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523565.1,WP_135523565.1,FEM44_RS12450,FEM44_RS12450,mapped
OG0002825,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_338387448.1,WP_338387448.1,AABJ99_RS21590,dcuS,mapped
OG0002826,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418556.1,NP_418556.1,b4132,cadB,mapped
OG0002826,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000092920.1,WP_000092920.1,EFER_RS09540,cadB,mapped
OG0002826,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_001517608.1,WP_001517608.1,C1192_RS19335,cadB,mapped
OG0002826,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000092909.1,WP_000092909.1,EAS44_RS22610,cadB,mapped
OG0002826,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523570.1,WP_135523570.1,FEM44_RS12490,cadB,mapped
OG0002826,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000092915.1,WP_000092915.1,AABJ99_RS21550,cadB,mapped
OG0002827,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418557.1,NP_418557.1,b4133,cadC,mapped
OG0002827,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_001187204.1,WP_001187204.1,EFER_RS09545,cadC,mapped
OG0002827,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_001187163.1,WP_001187163.1,C1192_RS19325,cadC,mapped
OG0002827,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001187191.1,WP_001187191.1,EAS44_RS22600,cadC,mapped
OG0002827,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523571.1,WP_135523571.1,FEM44_RS12495,cadC,mapped
OG0002827,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001187201.1,WP_001187201.1,AABJ99_RS21545,cadC,mapped
OG0002828,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418558.2,NP_418558.2,b4135,dicD,mapped
OG0002828,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_001188518.1,WP_001188518.1,EFER_RS20885,EFER_RS20885,mapped
OG0002828,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_001188522.1,WP_001188522.1,C1192_RS19315,C1192_RS19315,mapped
OG0002828,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001188520.1,WP_001188520.1,EAS44_RS22205,dicD,mapped
OG0002828,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_024240009.1,WP_024240009.1,FEM44_RS13325,FEM44_RS13325,mapped
OG0002828,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_001317578.1,WP_001317578.1,AABJ99_RS21535,dicD,mapped
OG0002829,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418559.1,NP_418559.1,b4136,dsbD,mapped
OG0002829,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000068962.1,WP_000068962.1,EFER_RS20890,dsbD,mapped
OG0002829,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038355157.1,WP_038355157.1,C1192_RS19310,dsbD,mapped
OG0002829,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000068942.1,WP_000068942.1,EAS44_RS22200,dsbD,mapped
OG0002829,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523634.1,WP_135523634.1,FEM44_RS13330,dsbD,mapped
OG0002829,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021644.1,WP_039021644.1,AABJ99_RS21530,dsbD,mapped
OG0002830,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418560.1,NP_418560.1,b4137,cutA,mapped
OG0002830,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000879045.1,WP_000879045.1,EFER_RS20895,cutA,mapped
OG0002830,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_001517610.1,WP_001517610.1,C1192_RS19305,cutA,mapped
OG0002830,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000883409.1,WP_000883409.1,EAS44_RS22195,cutA,mapped
OG0002830,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_021560173.1,WP_021560173.1,FEM44_RS13335,cutA,mapped
OG0002830,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_032304347.1,WP_032304347.1,AABJ99_RS21525,cutA,mapped
OG0002831,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418561.1,NP_418561.1,b4138,dcuA,mapped
OG0002831,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000637590.1,WP_000637590.1,EFER_RS20900,dcuA,mapped
OG0002831,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_038355156.1,WP_038355156.1,C1192_RS19300,dcuA,mapped
OG0002831,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000961959.1,WP_000961959.1,EAS44_RS22190,dcuA,mapped
OG0002831,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_131161348.1,WP_131161348.1,FEM44_RS13340,dcuA,mapped
OG0002831,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000961957.1,WP_000961957.1,AABJ99_RS21520,dcuA,mapped
OG0002832,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418562.4,NP_418562.4,b4139,aspA,mapped
OG0002832,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_002431743.1,WP_002431743.1,EFER_RS20905,aspA,mapped
OG0002832,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_001517611.1,WP_001517611.1,C1192_RS19295,aspA,mapped
OG0002832,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000069437.1,WP_000069437.1,EAS44_RS22185,aspA,mapped
OG0002832,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_130205949.1,WP_130205949.1,FEM44_RS13345,aspA,mapped
OG0002832,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_000069437.1,WP_000069437.1,AABJ99_RS21515,aspA,mapped
OG0002833,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418564.2,NP_418564.2,b4140,fxsA,mapped
OG0002833,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_001267295.1,WP_001267295.1,EFER_RS20910,EFER_RS20910,mapped
OG0002833,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_001267441.1,WP_001267441.1,C1192_RS19290,C1192_RS19290,mapped
OG0002833,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_001267451.1,WP_001267451.1,EAS44_RS22180,fxsA,mapped
OG0002833,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135385148.1,WP_135385148.1,FEM44_RS13350,FEM44_RS13350,mapped
OG0002833,orthogroup,GCF_036503815.1,GCF_036503815.1__WP_039021645.1,WP_039021645.1,AABJ99_RS21510,fxsA,mapped
OG0002834,orthogroup,GCF_000005845.2,GCF_000005845.2__NP_418565.1,NP_418565.1,b4141,yjeH,mapped
OG0002834,orthogroup,GCF_000026225.1,GCF_000026225.1__WP_000015864.1,WP_000015864.1,EFER_RS20915,yjeH,mapped
OG0002834,orthogroup,GCF_002900365.1,GCF_002900365.1__WP_000015807.1,WP_000015807.1,C1192_RS19285,yjeH,mapped
OG0002834,orthogroup,GCF_003697165.2,GCF_003697165.2__WP_000015811.1,WP_000015811.1,EAS44_RS22175,yjeH,mapped
OG0002834,orthogroup,GCF_005843885.1,GCF_005843885.1__WP_135523635.1,WP_135523635.1,FEM44_RS13355,yjeH,mapped
