orthogroup,accession_a,protein_a,gene_a,accession_b,protein_b,gene_b
OG0000185,GCF_003697165.2,GCF_003697165.2__WP_001152660.1,EAS44_RS14975,GCF_000026225.1,GCF_000026225.1__WP_001152389.1,EFER_RS22235
OG0000187,GCF_003697165.2,GCF_003697165.2__WP_000066490.1,EAS44_RS15980,GCF_000026225.1,GCF_000026225.1__WP_000066495.1,EFER_RS22140
OG0000188,GCF_003697165.2,GCF_003697165.2__WP_000837933.1,EAS44_RS13555,GCF_000026225.1,GCF_000026225.1__WP_000824339.1,EFER_RS08180
OG0000189,GCF_003697165.2,GCF_003697165.2__WP_000099596.1,EAS44_RS21025,GCF_000026225.1,GCF_000026225.1__WP_000622317.1,EFER_RS19365
OG0000189,GCF_003697165.2,GCF_003697165.2__WP_000099596.1,EAS44_RS21025,GCF_000026225.1,GCF_000026225.1__WP_001005012.1,EFER_RS09000
OG0000191,GCF_003697165.2,GCF_003697165.2__WP_001168025.1,EAS44_RS07165,GCF_000026225.1,GCF_000026225.1__WP_001168024.1,EFER_RS02500
OG0000191,GCF_003697165.2,GCF_003697165.2__WP_001190234.1,EAS44_RS00190,GCF_000026225.1,GCF_000026225.1__WP_001168024.1,EFER_RS02500
OG0000192,GCF_003697165.2,GCF_003697165.2__WP_000387713.1,EAS44_RS07845,GCF_000026225.1,GCF_000026225.1__WP_000387713.1,EFER_RS03715
OG0000192,GCF_003697165.2,GCF_003697165.2__WP_001301171.1,EAS44_RS22395,GCF_000026225.1,GCF_000026225.1__WP_000387713.1,EFER_RS03715
OG0000193,GCF_003697165.2,GCF_003697165.2__WP_000958671.1,EAS44_RS08575,GCF_000026225.1,GCF_000026225.1__WP_000778547.1,EFER_RS14135
OG0000194,GCF_003697165.2,GCF_003697165.2__WP_001003713.1,EAS44_RS07810,GCF_000026225.1,GCF_000026225.1__WP_000080385.1,EFER_RS02320
OG0000194,GCF_003697165.2,GCF_003697165.2__WP_001003713.1,EAS44_RS07810,GCF_000026225.1,GCF_000026225.1__WP_001003739.1,EFER_RS03680
OG0000195,GCF_003697165.2,GCF_003697165.2__WP_000092331.1,EAS44_RS06870,GCF_000026225.1,GCF_000026225.1__WP_000092286.1,EFER_RS10305
OG0000195,GCF_003697165.2,GCF_003697165.2__WP_001350934.1,EAS44_RS08435,GCF_000026225.1,GCF_000026225.1__WP_000092286.1,EFER_RS10305
OG0000196,GCF_003697165.2,GCF_003697165.2__WP_000078319.1,EAS44_RS03090,GCF_000026225.1,GCF_000026225.1__WP_000078352.1,EFER_RS16360
OG0000196,GCF_003697165.2,GCF_003697165.2__WP_000078319.1,EAS44_RS03090,GCF_000026225.1,GCF_000026225.1__WP_000141875.1,EFER_RS14165
OG0000197,GCF_003697165.2,GCF_003697165.2__WP_001295905.1,EAS44_RS16590,GCF_000026225.1,GCF_000026225.1__WP_000810815.1,EFER_RS21030
OG0000197,GCF_003697165.2,GCF_003697165.2__WP_001295905.1,EAS44_RS16590,GCF_000026225.1,GCF_000026225.1__WP_015953305.1,EFER_RS05125
OG0000198,GCF_003697165.2,GCF_003697165.2__WP_001298325.1,EAS44_RS03835,GCF_000026225.1,GCF_000026225.1__WP_000018485.1,EFER_RS10185
OG0000198,GCF_003697165.2,GCF_003697165.2__WP_001362987.1,EAS44_RS22390,GCF_000026225.1,GCF_000026225.1__WP_000018485.1,EFER_RS10185
OG0000199,GCF_003697165.2,GCF_003697165.2__WP_000748268.1,EAS44_RS08765,GCF_000026225.1,GCF_000026225.1__WP_000094745.1,EFER_RS18320
OG0000199,GCF_003697165.2,GCF_003697165.2__WP_000748268.1,EAS44_RS08765,GCF_000026225.1,GCF_000026225.1__WP_000748239.1,EFER_RS04380
OG0000200,GCF_003697165.2,GCF_003697165.2__WP_000098592.1,EAS44_RS05230,GCF_000026225.1,GCF_000026225.1__WP_000098629.1,EFER_RS14430
OG0000200,GCF_003697165.2,GCF_003697165.2__WP_001088081.1,EAS44_RS24375,GCF_000026225.1,GCF_000026225.1__WP_000098629.1,EFER_RS14430
OG0000202,GCF_003697165.2,GCF_003697165.2__WP_000021882.1,EAS44_RS02120,GCF_000026225.1,GCF_000026225.1__WP_000544466.1,EFER_RS21720
OG0000202,GCF_003697165.2,GCF_003697165.2__WP_000544472.1,EAS44_RS03730,GCF_000026225.1,GCF_000026225.1__WP_000544466.1,EFER_RS21720
OG0000203,GCF_003697165.2,GCF_003697165.2__WP_001075686.1,EAS44_RS07855,GCF_000026225.1,GCF_000026225.1__WP_000570987.1,EFER_RS10020
OG0000203,GCF_003697165.2,GCF_003697165.2__WP_001075686.1,EAS44_RS07855,GCF_000026225.1,GCF_000026225.1__WP_001075705.1,EFER_RS03725
OG0000204,GCF_003697165.2,GCF_003697165.2__WP_000031784.1,EAS44_RS23525,GCF_000026225.1,GCF_000026225.1__WP_000031784.1,EFER_RS18900
OG0000204,GCF_003697165.2,GCF_003697165.2__WP_000031784.1,EAS44_RS23525,GCF_000026225.1,GCF_000026225.1__WP_024256530.1,EFER_RS15170
OG0000205,GCF_003697165.2,GCF_003697165.2__WP_000762880.1,EAS44_RS14260,GCF_000026225.1,GCF_000026225.1__WP_001047084.1,EFER_RS22105
OG0000205,GCF_003697165.2,GCF_003697165.2__WP_001047143.1,EAS44_RS06850,GCF_000026225.1,GCF_000026225.1__WP_001047084.1,EFER_RS22105
OG0000206,GCF_003697165.2,GCF_003697165.2__WP_000438747.1,EAS44_RS24230,GCF_000026225.1,GCF_000026225.1__WP_000438734.1,EFER_RS18200
OG0000206,GCF_003697165.2,GCF_003697165.2__WP_000438747.1,EAS44_RS24230,GCF_000026225.1,GCF_000026225.1__WP_001070521.1,EFER_RS08230
OG0000207,GCF_003697165.2,GCF_003697165.2__WP_000552001.1,EAS44_RS09440,GCF_000026225.1,GCF_000026225.1__WP_000551996.1,EFER_RS11340
OG0000208,GCF_003697165.2,GCF_003697165.2__WP_001118464.1,EAS44_RS20570,GCF_000026225.1,GCF_000026225.1__WP_001118464.1,EFER_RS00315
OG0000209,GCF_003697165.2,GCF_003697165.2__WP_000333104.1,EAS44_RS20450,GCF_000026225.1,GCF_000026225.1__WP_000333113.1,EFER_RS00460
OG0000210,GCF_003697165.2,GCF_003697165.2__WP_000241229.1,EAS44_RS20350,GCF_000026225.1,GCF_000026225.1__WP_000241248.1,EFER_RS00565
OG0000210,GCF_003697165.2,GCF_003697165.2__WP_001059575.1,EAS44_RS17455,GCF_000026225.1,GCF_000026225.1__WP_000241248.1,EFER_RS00565
OG0000211,GCF_003697165.2,GCF_003697165.2__WP_001117011.1,EAS44_RS20325,GCF_000026225.1,GCF_000026225.1__WP_001117032.1,EFER_RS00590
OG0000212,GCF_003697165.2,GCF_003697165.2__WP_000642208.1,EAS44_RS20190,GCF_000026225.1,GCF_000026225.1__WP_000642222.1,EFER_RS00775
OG0000213,GCF_003697165.2,GCF_003697165.2__WP_000963543.1,EAS44_RS20015,GCF_000026225.1,GCF_000026225.1__WP_000005647.1,EFER_RS15780
OG0000213,GCF_003697165.2,GCF_003697165.2__WP_000963543.1,EAS44_RS20015,GCF_000026225.1,GCF_000026225.1__WP_000963505.1,EFER_RS00920
OG0000214,GCF_003697165.2,GCF_003697165.2__WP_001295775.1,EAS44_RS20000,GCF_000026225.1,GCF_000026225.1__WP_012599867.1,EFER_RS00935
OG0000214,GCF_003697165.2,GCF_003697165.2__WP_001295775.1,EAS44_RS20000,GCF_000026225.1,GCF_000026225.1__WP_015953858.1,EFER_RS18360
OG0000215,GCF_003697165.2,GCF_003697165.2__WP_001189635.1,EAS44_RS19975,GCF_000026225.1,GCF_000026225.1__WP_001189665.1,EFER_RS00960
OG0000216,GCF_003697165.2,GCF_003697165.2__WP_000688328.1,EAS44_RS19915,GCF_000026225.1,GCF_000026225.1__WP_000956757.1,EFER_RS01025
OG0000217,GCF_003697165.2,GCF_003697165.2__WP_000918171.1,EAS44_RS19845,GCF_000026225.1,GCF_000026225.1__WP_000918182.1,EFER_RS01095
OG0000220,GCF_003697165.2,GCF_003697165.2__WP_000534385.1,EAS44_RS09510,GCF_000026225.1,GCF_000026225.1__WP_000253266.1,EFER_RS11270
OG0000221,GCF_003697165.2,GCF_003697165.2__WP_000096024.1,EAS44_RS23335,GCF_000026225.1,GCF_000026225.1__WP_000096028.1,EFER_RS20320
OG0000222,GCF_003697165.2,GCF_003697165.2__WP_001020384.1,EAS44_RS05550,GCF_000026225.1,GCF_000026225.1__WP_000939651.1,EFER_RS14220
OG0000223,GCF_003697165.2,GCF_003697165.2__WP_000128467.1,EAS44_RS11780,GCF_000026225.1,GCF_000026225.1__WP_000099315.1,EFER_RS09110
OG0000225,GCF_003697165.2,GCF_003697165.2__WP_000667319.1,EAS44_RS18645,GCF_000026225.1,GCF_000026225.1__WP_000667319.1,EFER_RS13195
OG0000226,GCF_003697165.2,GCF_003697165.2__WP_000275563.1,EAS44_RS23760,GCF_000026225.1,GCF_000026225.1__WP_002431401.1,EFER_RS13170
OG0000226,GCF_003697165.2,GCF_003697165.2__WP_001295827.1,EAS44_RS18620,GCF_000026225.1,GCF_000026225.1__WP_002431401.1,EFER_RS13170
OG0000227,GCF_003697165.2,GCF_003697165.2__WP_000101737.1,EAS44_RS18355,GCF_000026225.1,GCF_000026225.1__WP_000101765.1,EFER_RS12870
OG0000227,GCF_003697165.2,GCF_003697165.2__WP_001350803.1,EAS44_RS25665,GCF_000026225.1,GCF_000026225.1__WP_000101765.1,EFER_RS12870
OG0000228,GCF_003697165.2,GCF_003697165.2__WP_000122015.1,EAS44_RS18325,GCF_000026225.1,GCF_000026225.1__WP_000122035.1,EFER_RS12835
OG0000229,GCF_003697165.2,GCF_003697165.2__WP_000904497.1,EAS44_RS18195,GCF_000026225.1,GCF_000026225.1__WP_000469524.1,EFER_RS02875
OG0000229,GCF_003697165.2,GCF_003697165.2__WP_000904497.1,EAS44_RS18195,GCF_000026225.1,GCF_000026225.1__WP_000592038.1,EFER_RS20405
OG0000230,GCF_003697165.2,GCF_003697165.2__WP_000214536.1,EAS44_RS04355,GCF_000026225.1,GCF_000026225.1__WP_000214529.1,EFER_RS14900
OG0000230,GCF_003697165.2,GCF_003697165.2__WP_000703882.1,EAS44_RS18090,GCF_000026225.1,GCF_000026225.1__WP_000214529.1,EFER_RS14900
OG0000231,GCF_003697165.2,GCF_003697165.2__WP_000074207.1,EAS44_RS17965,GCF_000026225.1,GCF_000026225.1__WP_000074259.1,EFER_RS12790
OG0000232,GCF_003697165.2,GCF_003697165.2__WP_000709874.1,EAS44_RS17960,GCF_000026225.1,GCF_000026225.1__WP_000709886.1,EFER_RS12785
OG0000233,GCF_003697165.2,GCF_003697165.2__WP_000717094.1,EAS44_RS17955,GCF_000026225.1,GCF_000026225.1__WP_000717096.1,EFER_RS12780
OG0000234,GCF_003697165.2,GCF_003697165.2__WP_000573983.1,EAS44_RS17950,GCF_000026225.1,GCF_000026225.1__WP_000573975.1,EFER_RS12775
OG0000235,GCF_003697165.2,GCF_003697165.2__WP_000125852.1,EAS44_RS17895,GCF_000026225.1,GCF_000026225.1__WP_000125796.1,EFER_RS12670
OG0000235,GCF_003697165.2,GCF_003697165.2__WP_000933672.1,EAS44_RS00160,GCF_000026225.1,GCF_000026225.1__WP_000125796.1,EFER_RS12670
OG0000236,GCF_003697165.2,GCF_003697165.2__WP_000096768.1,EAS44_RS17880,GCF_000026225.1,GCF_000026225.1__WP_000096781.1,EFER_RS12655
OG0000237,GCF_003697165.2,GCF_003697165.2__WP_000062481.1,EAS44_RS17755,GCF_000026225.1,GCF_000026225.1__WP_000287498.1,EFER_RS15740
OG0000237,GCF_003697165.2,GCF_003697165.2__WP_000062481.1,EAS44_RS17755,GCF_000026225.1,GCF_000026225.1__WP_001286124.1,EFER_RS00435
OG0000238,GCF_003697165.2,GCF_003697165.2__WP_000939738.1,EAS44_RS17700,GCF_000026225.1,GCF_000026225.1__WP_000939755.1,EFER_RS12520
OG0000238,GCF_003697165.2,GCF_003697165.2__WP_001318207.1,EAS44_RS00735,GCF_000026225.1,GCF_000026225.1__WP_000939755.1,EFER_RS12520
OG0000239,GCF_003697165.2,GCF_003697165.2__WP_001181473.1,EAS44_RS17260,GCF_000026225.1,GCF_000026225.1__WP_001181487.1,EFER_RS12030
OG0000239,GCF_003697165.2,GCF_003697165.2__WP_001331851.1,EAS44_RS23085,GCF_000026225.1,GCF_000026225.1__WP_001181487.1,EFER_RS12030
OG0000240,GCF_003697165.2,GCF_003697165.2__WP_000815414.1,EAS44_RS17055,GCF_000026225.1,GCF_000026225.1__WP_000218946.1,EFER_RS18330
OG0000240,GCF_003697165.2,GCF_003697165.2__WP_000815414.1,EAS44_RS17055,GCF_000026225.1,GCF_000026225.1__WP_000815406.1,EFER_RS11765
OG0000241,GCF_003697165.2,GCF_003697165.2__WP_000679972.1,EAS44_RS17050,GCF_000026225.1,GCF_000026225.1__WP_000834296.1,EFER_RS18325
OG0000241,GCF_003697165.2,GCF_003697165.2__WP_000679972.1,EAS44_RS17050,GCF_000026225.1,GCF_000026225.1__WP_001050010.1,EFER_RS00685
OG0000242,GCF_003697165.2,GCF_003697165.2__WP_000569080.1,EAS44_RS16845,GCF_000026225.1,GCF_000026225.1__WP_000569085.1,EFER_RS04870
OG0000242,GCF_003697165.2,GCF_003697165.2__WP_000569080.1,EAS44_RS16845,GCF_000026225.1,GCF_000026225.1__WP_000950214.1,EFER_RS08950
OG0000243,GCF_003697165.2,GCF_003697165.2__WP_000576971.1,EAS44_RS16770,GCF_000026225.1,GCF_000026225.1__WP_024256406.1,EFER_RS04945
OG0000243,GCF_003697165.2,GCF_003697165.2__WP_001044977.1,EAS44_RS22425,GCF_000026225.1,GCF_000026225.1__WP_024256406.1,EFER_RS04945
OG0000244,GCF_003697165.2,GCF_003697165.2__WP_001351020.1,EAS44_RS16500,GCF_000026225.1,GCF_000026225.1__WP_000202575.1,EFER_RS09615
OG0000244,GCF_003697165.2,GCF_003697165.2__WP_001351020.1,EAS44_RS16500,GCF_000026225.1,GCF_000026225.1__WP_002431630.1,EFER_RS05220
OG0000245,GCF_003697165.2,GCF_003697165.2__WP_000746477.1,EAS44_RS16495,GCF_000026225.1,GCF_000026225.1__WP_001242896.1,EFER_RS05225
OG0000245,GCF_003697165.2,GCF_003697165.2__WP_000928804.1,EAS44_RS00065,GCF_000026225.1,GCF_000026225.1__WP_001242896.1,EFER_RS05225
OG0000246,GCF_003697165.2,GCF_003697165.2__WP_000188147.1,EAS44_RS16490,GCF_000026225.1,GCF_000026225.1__WP_000188205.1,EFER_RS05230
OG0000246,GCF_003697165.2,GCF_003697165.2__WP_000733252.1,EAS44_RS00070,GCF_000026225.1,GCF_000026225.1__WP_000188205.1,EFER_RS05230
OG0000247,GCF_003697165.2,GCF_003697165.2__WP_000537432.1,EAS44_RS16410,GCF_000026225.1,GCF_000026225.1__WP_000537409.1,EFER_RS05275
OG0000247,GCF_003697165.2,GCF_003697165.2__WP_000537432.1,EAS44_RS16410,GCF_000026225.1,GCF_000026225.1__WP_048814574.1,EFER_RS15220
OG0000248,GCF_003697165.2,GCF_003697165.2__WP_000087763.1,EAS44_RS15985,GCF_000026225.1,GCF_000026225.1__WP_000087756.1,EFER_RS22110
OG0000249,GCF_003697165.2,GCF_003697165.2__WP_001151437.1,EAS44_RS15905,GCF_000026225.1,GCF_000026225.1__WP_001151432.1,EFER_RS05850
OG0000249,GCF_003697165.2,GCF_003697165.2__WP_001179442.1,EAS44_RS06265,GCF_000026225.1,GCF_000026225.1__WP_001151432.1,EFER_RS05850
OG0000251,GCF_003697165.2,GCF_003697165.2__WP_001217754.1,EAS44_RS15655,GCF_000026225.1,GCF_000026225.1__WP_000497434.1,EFER_RS02365
OG0000251,GCF_003697165.2,GCF_003697165.2__WP_001217754.1,EAS44_RS15655,GCF_000026225.1,GCF_000026225.1__WP_001217766.1,EFER_RS09380
OG0000252,GCF_003697165.2,GCF_003697165.2__WP_000020484.1,EAS44_RS25215,GCF_000026225.1,GCF_000026225.1__WP_000020451.1,EFER_RS09315
OG0000253,GCF_003697165.2,GCF_003697165.2__WP_000885888.1,EAS44_RS25210,GCF_000026225.1,GCF_000026225.1__WP_000885828.1,EFER_RS09310
OG0000254,GCF_003697165.2,GCF_003697165.2__WP_000103754.1,EAS44_RS15490,GCF_000026225.1,GCF_000026225.1__WP_000103754.1,EFER_RS09220
OG0000255,GCF_003697165.2,GCF_003697165.2__WP_000952746.1,EAS44_RS15360,GCF_000026225.1,GCF_000026225.1__WP_000952705.1,EFER_RS06495
OG0000256,GCF_003697165.2,GCF_003697165.2__WP_000444487.1,EAS44_RS15280,GCF_000026225.1,GCF_000026225.1__WP_000142753.1,EFER_RS18355
OG0000256,GCF_003697165.2,GCF_003697165.2__WP_000444487.1,EAS44_RS15280,GCF_000026225.1,GCF_000026225.1__WP_000444487.1,EFER_RS09020
OG0000257,GCF_003697165.2,GCF_003697165.2__WP_000632706.1,EAS44_RS14565,GCF_000026225.1,GCF_000026225.1__WP_000957738.1,EFER_RS08760
OG0000258,GCF_003697165.2,GCF_003697165.2__WP_000830178.1,EAS44_RS15070,GCF_000026225.1,GCF_000026225.1__WP_024256450.1,EFER_RS08555
OG0000258,GCF_003697165.2,GCF_003697165.2__WP_001357407.1,EAS44_RS14395,GCF_000026225.1,GCF_000026225.1__WP_024256450.1,EFER_RS08555
OG0000259,GCF_003697165.2,GCF_003697165.2__WP_000859934.1,EAS44_RS13885,GCF_000026225.1,GCF_000026225.1__WP_000024699.1,EFER_RS07265
OG0000259,GCF_003697165.2,GCF_003697165.2__WP_000859934.1,EAS44_RS13885,GCF_000026225.1,GCF_000026225.1__WP_000706843.1,EFER_RS08400
OG0000260,GCF_003697165.2,GCF_003697165.2__WP_000573407.1,EAS44_RS13835,GCF_000026225.1,GCF_000026225.1__WP_000230466.1,EFER_RS08380
OG0000260,GCF_003697165.2,GCF_003697165.2__WP_000573407.1,EAS44_RS13835,GCF_000026225.1,GCF_000026225.1__WP_000947447.1,EFER_RS08945
OG0000261,GCF_003697165.2,GCF_003697165.2__WP_001261210.1,EAS44_RS13690,GCF_000026225.1,GCF_000026225.1__WP_001258055.1,EFER_RS08305
OG0000261,GCF_003697165.2,GCF_003697165.2__WP_001261210.1,EAS44_RS13690,GCF_000026225.1,GCF_000026225.1__WP_001277045.1,EFER_RS07475
OG0000262,GCF_003697165.2,GCF_003697165.2__WP_000569571.1,EAS44_RS23615,GCF_000026225.1,GCF_000026225.1__WP_000569556.1,EFER_RS18995
OG0000263,GCF_003697165.2,GCF_003697165.2__WP_000077285.1,EAS44_RS13250,GCF_000026225.1,GCF_000026225.1__WP_000085919.1,EFER_RS07460
OG0000263,GCF_003697165.2,GCF_003697165.2__WP_000077285.1,EAS44_RS13250,GCF_000026225.1,GCF_000026225.1__WP_000085924.1,EFER_RS07425
OG0000264,GCF_003697165.2,GCF_003697165.2__WP_000804424.1,EAS44_RS13240,GCF_000026225.1,GCF_000026225.1__WP_000804308.1,EFER_RS07435
OG0000264,GCF_003697165.2,GCF_003697165.2__WP_000804424.1,EAS44_RS13240,GCF_000026225.1,GCF_000026225.1__WP_024256460.1,EFER_RS09010
OG0000265,GCF_003697165.2,GCF_003697165.2__WP_001019197.1,EAS44_RS15965,GCF_000026225.1,GCF_000026225.1__WP_024256583.1,EFER_RS22150
OG0000268,GCF_003697165.2,GCF_003697165.2__WP_000836075.1,EAS44_RS12860,GCF_000026225.1,GCF_000026225.1__WP_000255432.1,EFER_RS07715
OG0000268,GCF_003697165.2,GCF_003697165.2__WP_000836075.1,EAS44_RS12860,GCF_000026225.1,GCF_000026225.1__WP_000864946.1,EFER_RS13425
OG0000269,GCF_003697165.2,GCF_003697165.2__WP_001170646.1,EAS44_RS12685,GCF_000026225.1,GCF_000026225.1__WP_001170607.1,EFER_RS07205
OG0000270,GCF_003697165.2,GCF_003697165.2__WP_000093606.1,EAS44_RS12495,GCF_000026225.1,GCF_000026225.1__WP_000093594.1,EFER_RS07050
OG0000271,GCF_003697165.2,GCF_003697165.2__WP_000648420.1,EAS44_RS12350,GCF_000026225.1,GCF_000026225.1__WP_000843205.1,EFER_RS06945
OG0000272,GCF_003697165.2,GCF_003697165.2__WP_000383457.1,EAS44_RS12270,GCF_000026225.1,GCF_000026225.1__WP_000627763.1,EFER_RS13060
OG0000272,GCF_003697165.2,GCF_003697165.2__WP_000383457.1,EAS44_RS12270,GCF_000026225.1,GCF_000026225.1__WP_000840818.1,EFER_RS00700
OG0000273,GCF_003697165.2,GCF_003697165.2__WP_000106823.1,EAS44_RS12095,GCF_000026225.1,GCF_000026225.1__WP_000106808.1,EFER_RS06765
OG0000273,GCF_003697165.2,GCF_003697165.2__WP_000106823.1,EAS44_RS12095,GCF_000026225.1,GCF_000026225.1__WP_000481296.1,EFER_RS10920
OG0000274,GCF_003697165.2,GCF_003697165.2__WP_000440473.1,EAS44_RS12070,GCF_000026225.1,GCF_000026225.1__WP_000440485.1,EFER_RS06740
OG0000275,GCF_003697165.2,GCF_003697165.2__WP_000078750.1,EAS44_RS12065,GCF_000026225.1,GCF_000026225.1__WP_000078714.1,EFER_RS06735
OG0000276,GCF_003697165.2,GCF_003697165.2__WP_000983642.1,EAS44_RS12060,GCF_000026225.1,GCF_000026225.1__WP_000983580.1,EFER_RS06730
OG0000277,GCF_003697165.2,GCF_003697165.2__WP_000879320.1,EAS44_RS11535,GCF_000026225.1,GCF_000026225.1__WP_000928497.1,EFER_RS06235
OG0000278,GCF_003697165.2,GCF_003697165.2__WP_000168747.1,EAS44_RS11530,GCF_000026225.1,GCF_000026225.1__WP_000168725.1,EFER_RS06230
OG0000279,GCF_003697165.2,GCF_003697165.2__WP_000916763.1,EAS44_RS11525,GCF_000026225.1,GCF_000026225.1__WP_000700614.1,EFER_RS06225
OG0000280,GCF_003697165.2,GCF_003697165.2__WP_001296141.1,EAS44_RS11460,GCF_000026225.1,GCF_000026225.1__WP_000447771.1,EFER_RS06160
OG0000280,GCF_003697165.2,GCF_003697165.2__WP_001296141.1,EAS44_RS11460,GCF_000026225.1,GCF_000026225.1__WP_001227833.1,EFER_RS09610
OG0000281,GCF_003697165.2,GCF_003697165.2__WP_001184045.1,EAS44_RS11455,GCF_000026225.1,GCF_000026225.1__WP_001184051.1,EFER_RS06155
OG0000282,GCF_003697165.2,GCF_003697165.2__WP_000891620.1,EAS44_RS11395,GCF_000026225.1,GCF_000026225.1__WP_000891639.1,EFER_RS06100
OG0000283,GCF_003697165.2,GCF_003697165.2__WP_000763860.1,EAS44_RS11325,GCF_000026225.1,GCF_000026225.1__WP_000368567.1,EFER_RS04605
OG0000283,GCF_003697165.2,GCF_003697165.2__WP_000763860.1,EAS44_RS11325,GCF_000026225.1,GCF_000026225.1__WP_000763853.1,EFER_RS05800
OG0000284,GCF_003697165.2,GCF_003697165.2__WP_001362840.1,EAS44_RS11295,GCF_000026225.1,GCF_000026225.1__WP_072274242.1,EFER_RS05750
OG0000285,GCF_003697165.2,GCF_003697165.2__WP_001296168.1,EAS44_RS11140,GCF_000026225.1,GCF_000026225.1__WP_000714397.1,EFER_RS14155
OG0000285,GCF_003697165.2,GCF_003697165.2__WP_001296168.1,EAS44_RS11140,GCF_000026225.1,GCF_000026225.1__WP_015953333.1,EFER_RS05940
OG0000286,GCF_003697165.2,GCF_003697165.2__WP_000079688.1,EAS44_RS11125,GCF_000026225.1,GCF_000026225.1__WP_000079813.1,EFER_RS05925
OG0000287,GCF_003697165.2,GCF_003697165.2__WP_001282088.1,EAS44_RS11000,GCF_000026225.1,GCF_000026225.1__WP_001282105.1,EFER_RS09690
OG0000288,GCF_003697165.2,GCF_003697165.2__WP_001212226.1,EAS44_RS10935,GCF_000026225.1,GCF_000026225.1__WP_001212274.1,EFER_RS09750
OG0000289,GCF_003697165.2,GCF_003697165.2__WP_000354953.1,EAS44_RS22985,GCF_000026225.1,GCF_000026225.1__WP_001011449.1,EFER_RS09810
OG0000289,GCF_003697165.2,GCF_003697165.2__WP_001011476.1,EAS44_RS10730,GCF_000026225.1,GCF_000026225.1__WP_001011449.1,EFER_RS09810
OG0000292,GCF_003697165.2,GCF_003697165.2__WP_000479836.1,EAS44_RS10265,GCF_000026225.1,GCF_000026225.1__WP_015953530.1,EFER_RS10745
OG0000292,GCF_003697165.2,GCF_003697165.2__WP_000479836.1,EAS44_RS10265,GCF_000026225.1,GCF_000026225.1__WP_024256493.1,EFER_RS10645
OG0000293,GCF_003697165.2,GCF_003697165.2__WP_000043606.1,EAS44_RS10260,GCF_000026225.1,GCF_000026225.1__WP_000043585.1,EFER_RS10750
OG0000293,GCF_003697165.2,GCF_003697165.2__WP_000043606.1,EAS44_RS10260,GCF_000026225.1,GCF_000026225.1__WP_000043593.1,EFER_RS10650
OG0000294,GCF_003697165.2,GCF_003697165.2__WP_000048190.1,EAS44_RS10255,GCF_000026225.1,GCF_000026225.1__WP_000048190.1,EFER_RS10755
OG0000294,GCF_003697165.2,GCF_003697165.2__WP_000048190.1,EAS44_RS10255,GCF_000026225.1,GCF_000026225.1__WP_000861363.1,EFER_RS10655
OG0000295,GCF_003697165.2,GCF_003697165.2__WP_000654488.1,EAS44_RS10225,GCF_000026225.1,GCF_000026225.1__WP_000654512.1,EFER_RS10785
OG0000296,GCF_003697165.2,GCF_003697165.2__WP_001313986.1,EAS44_RS09705,GCF_000026225.1,GCF_000026225.1__WP_015953547.1,EFER_RS11075
OG0000297,GCF_003697165.2,GCF_003697165.2__WP_001292784.1,EAS44_RS09695,GCF_000026225.1,GCF_000026225.1__WP_015953548.1,EFER_RS11085
OG0000298,GCF_003697165.2,GCF_003697165.2__WP_000569345.1,EAS44_RS09650,GCF_000026225.1,GCF_000026225.1__WP_000569379.1,EFER_RS11130
OG0000298,GCF_003697165.2,GCF_003697165.2__WP_000569345.1,EAS44_RS09650,GCF_000026225.1,GCF_000026225.1__WP_000593080.1,EFER_RS07310
OG0000299,GCF_003697165.2,GCF_003697165.2__WP_000968208.1,EAS44_RS09585,GCF_000026225.1,GCF_000026225.1__WP_000968391.1,EFER_RS11190
OG0000299,GCF_003697165.2,GCF_003697165.2__WP_001273402.1,EAS44_RS22975,GCF_000026225.1,GCF_000026225.1__WP_000968391.1,EFER_RS11190
OG0000300,GCF_003697165.2,GCF_003697165.2__WP_000489277.1,EAS44_RS09520,GCF_000026225.1,GCF_000026225.1__WP_000489295.1,EFER_RS11265
OG0000300,GCF_003697165.2,GCF_003697165.2__WP_000792544.1,EAS44_RS04850,GCF_000026225.1,GCF_000026225.1__WP_000489295.1,EFER_RS11265
OG0000301,GCF_003697165.2,GCF_003697165.2__WP_000686723.1,EAS44_RS09255,GCF_000026225.1,GCF_000026225.1__WP_000019701.1,EFER_RS23540
OG0000301,GCF_003697165.2,GCF_003697165.2__WP_000686723.1,EAS44_RS09255,GCF_000026225.1,GCF_000026225.1__WP_000686723.1,EFER_RS11540
OG0000302,GCF_003697165.2,GCF_003697165.2__WP_000879110.1,EAS44_RS09040,GCF_000026225.1,GCF_000026225.1__WP_000768442.1,EFER_RS04695
OG0000303,GCF_003697165.2,GCF_003697165.2__WP_011076488.1,EAS44_RS09035,GCF_000026225.1,GCF_000026225.1__WP_000064515.1,EFER_RS04690
OG0000304,GCF_003697165.2,GCF_003697165.2__WP_000118404.1,EAS44_RS08735,GCF_000026225.1,GCF_000026225.1__WP_000118404.1,EFER_RS04350
OG0000304,GCF_003697165.2,GCF_003697165.2__WP_000118404.1,EAS44_RS08735,GCF_000026225.1,GCF_000026225.1__WP_001281759.1,EFER_RS15760
OG0000305,GCF_003697165.2,GCF_003697165.2__WP_000723802.1,EAS44_RS05000,GCF_000026225.1,GCF_000026225.1__WP_000846257.1,EFER_RS04265
