baseline_accession,baseline_gene_id,baseline_gene_name,alternative_accession,relationship,baseline_family_gene_count,alternative_family_gene_count,orthogroups,alternative_gene_ids,alternative_gene_names,renamed_one_to_one
GCF_000005845.2,b0664,glnX,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0665,glnV,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0666,metU,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0668,glnW,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0670,glnU,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0672,leuW,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0673,metT,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0674,asnB,GCF_000026225.1,one_to_one,1,1,OG0000909,EFER_RS12280,asnB,False
GCF_000005845.2,b0675,umpH,GCF_000026225.1,one_to_one,1,1,OG0000910,EFER_RS12275,nagD,True
GCF_000005845.2,b0676,nagC,GCF_000026225.1,one_to_one,1,1,OG0000911,EFER_RS12270,nagC,False
GCF_000005845.2,b0677,nagA,GCF_000026225.1,one_to_one,1,1,OG0000912,EFER_RS12265,nagA,False
GCF_000005845.2,b0678,nagB,GCF_000026225.1,one_to_one,1,1,OG0000913,EFER_RS12260,nagB,False
GCF_000005845.2,b0679,nagE,GCF_000026225.1,one_to_one,1,1,OG0000914,EFER_RS12255,nagE,False
GCF_000005845.2,b0680,glnS,GCF_000026225.1,one_to_one,1,1,OG0000915,EFER_RS12250,glnS,False
GCF_000005845.2,b4808,chiZ,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0681,chiP,GCF_000026225.1,one_to_one,1,1,OG0000916,EFER_RS12245,chiP,False
GCF_000005845.2,b0682,chiQ,GCF_000026225.1,one_to_one,1,1,OG0000917,EFER_RS12240,chiQ,False
GCF_000005845.2,b0683,fur,GCF_000026225.1,one_to_one,1,1,OG0000918,EFER_RS12235,fur,False
GCF_000005845.2,b4637,uof,GCF_000026225.1,one_to_one,1,1,OG0002972,EFER_RS12230,uof,False
GCF_000005845.2,b0684,fldA,GCF_000026225.1,one_to_one,1,1,OG0000919,EFER_RS12220,fldA,False
GCF_000005845.2,b0685,ybfE,GCF_000026225.1,one_to_one,1,1,OG0000920,EFER_RS12215,ybfE,False
GCF_000005845.2,b0686,ybfF,GCF_000026225.1,one_to_one,1,1,OG0003855,EFER_RS12210,ybfF,False
GCF_000005845.2,b0687,seqA,GCF_000026225.1,one_to_one,1,1,OG0000921,EFER_RS12205,seqA,False
GCF_000005845.2,b0688,pgm,GCF_000026225.1,one_to_one,1,1,OG0000922,EFER_RS12200,pgm,False
GCF_000005845.2,b0689,ybfP,GCF_000026225.1,no_ortholog,1,0,OG0003887,,,False
GCF_000005845.2,b0691,ybfG,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b4636,ybfI,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0692,potE,GCF_000026225.1,one_to_one,1,1,OG0003581,EFER_RS12195,potE,False
GCF_000005845.2,b0693,speF,GCF_000026225.1,one_to_one,1,1,OG0003528,EFER_RS12190,speF,False
GCF_000005845.2,b4803,speFL,GCF_000026225.1,one_to_one,1,1,OG0003708,EFER_RS24590,EFER_RS24590,True
GCF_000005845.2,b0694,kdpE,GCF_000026225.1,one_to_one,1,1,OG0000923,EFER_RS12175,kdpE,False
GCF_000005845.2,b0695,kdpD,GCF_000026225.1,one_to_one,1,1,OG0000924,EFER_RS12170,kdpD,False
GCF_000005845.2,b0696,kdpC,GCF_000026225.1,one_to_one,1,1,OG0000925,EFER_RS12165,kdpC,False
GCF_000005845.2,b0697,kdpB,GCF_000026225.1,one_to_one,1,1,OG0000926,EFER_RS12160,kdpB,False
GCF_000005845.2,b0698,kdpA,GCF_000026225.1,one_to_one,1,1,OG0000927,EFER_RS12155,kdpA,False
GCF_000005845.2,b4513,kdpF,GCF_000026225.1,one_to_one,1,1,OG0003082,EFER_RS12150,kdpF,False
GCF_000005845.2,b0699,ybfA,GCF_000026225.1,one_to_one,1,1,OG0000928,EFER_RS12145,EFER_RS12145,True
GCF_000005845.2,b0700,rhsC,GCF_000026225.1,many_to_one,4,1,OG0000014,EFER_RS09945,EFER_RS09945,False
GCF_000005845.2,b0702,ybfB,GCF_000026225.1,no_ortholog,1,0,OG0004398,,,False
GCF_000005845.2,b0703,ybfO,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0704,ybfC,GCF_000026225.1,no_ortholog,1,0,OG0005871,,,False
GCF_000005845.2,b4514,ybfQ,GCF_000026225.1,no_ortholog,1,0,OG0000035,,,False
GCF_000005845.2,b0705,ybfL,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0706,ybfD,GCF_000026225.1,no_ortholog,1,0,OG0000035,,,False
GCF_000005845.2,b0707,ybgA,GCF_000026225.1,one_to_one,1,1,OG0000929,EFER_RS12140,EFER_RS12140,True
GCF_000005845.2,b0708,phr,GCF_000026225.1,one_to_one,1,1,OG0000930,EFER_RS12135,phrB,True
GCF_000005845.2,b0709,dtpD,GCF_000026225.1,one_to_one,1,1,OG0000444,EFER_RS12130,dtpD,False
GCF_000005845.2,b0710,ybgI,GCF_000026225.1,one_to_one,1,1,OG0000931,EFER_RS12125,ybgI,False
GCF_000005845.2,b0711,pxpB,GCF_000026225.1,one_to_one,1,1,OG0000932,EFER_RS12120,pxpB,False
GCF_000005845.2,b0712,pxpC,GCF_000026225.1,one_to_one,1,1,OG0000933,EFER_RS12115,pxpC,False
GCF_000005845.2,b0713,pxpA,GCF_000026225.1,one_to_one,1,1,OG0000934,EFER_RS12110,pxpA,False
GCF_000005845.2,b0714,nei,GCF_000026225.1,no_ortholog,1,0,OG0003205,,,False
GCF_000005845.2,b0715,abrB,GCF_000026225.1,one_to_one,1,1,OG0000935,EFER_RS12090,EFER_RS12090,True
GCF_000005845.2,b0716,ybgO,GCF_000026225.1,one_to_one,1,1,OG0003157,EFER_RS12085,EFER_RS12085,True
GCF_000005845.2,b0717,ybgP,GCF_000026225.1,one_to_one,1,1,OG0003123,EFER_RS12080,EFER_RS12080,True
GCF_000005845.2,b0718,ybgQ,GCF_000026225.1,no_ortholog,1,0,OG0004309,,,False
GCF_000005845.2,b0719,ybgD,GCF_000026225.1,one_to_one,1,1,OG0003158,EFER_RS12070,EFER_RS12070,True
GCF_000005845.2,b0720,gltA,GCF_000026225.1,one_to_one,1,1,OG0000936,EFER_RS12065,EFER_RS12065,True
GCF_000005845.2,b4768,ybgV,GCF_000026225.1,no_ortholog,1,0,OG0005819,,,False
GCF_000005845.2,b4735,ybgU,GCF_000026225.1,one_to_one,1,1,OG0002985,EFER_RS24910,EFER_RS24910,True
GCF_000005845.2,b0721,sdhC,GCF_000026225.1,one_to_one,1,1,OG0000937,EFER_RS12055,sdhC,False
GCF_000005845.2,b0722,sdhD,GCF_000026225.1,one_to_one,1,1,OG0000938,EFER_RS12050,sdhD,False
GCF_000005845.2,b0723,sdhA,GCF_000026225.1,one_to_one,1,1,OG0000939,EFER_RS12045,sdhA,False
GCF_000005845.2,b0724,sdhB,GCF_000026225.1,one_to_one,1,1,OG0000940,EFER_RS12040,sdhB,False
GCF_000005845.2,b0726,sucA,GCF_000026225.1,one_to_one,1,1,OG0000239,EFER_RS12030,sucA,False
GCF_000005845.2,b0727,sucB,GCF_000026225.1,one_to_one,1,1,OG0000941,EFER_RS12025,odhB,True
GCF_000005845.2,b0728,sucC,GCF_000026225.1,one_to_one,1,1,OG0003163,EFER_RS12020,sucC,False
GCF_000005845.2,b0729,sucD,GCF_000026225.1,one_to_one,1,1,OG0003164,EFER_RS12015,sucD,False
GCF_000005845.2,b4764,sdhX,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0730,mngR,GCF_000026225.1,many_to_many,3,2,OG0000082,EFER_RS11965;EFER_RS18305,EFER_RS11965;EFER_RS18305,False
GCF_000005845.2,b0731,mngA,GCF_000026225.1,no_ortholog,1,0,OG0004399,,,False
GCF_000005845.2,b0732,mngB,GCF_000026225.1,no_ortholog,1,0,OG0004400,,,False
GCF_000005845.2,b0733,cydA,GCF_000026225.1,one_to_one,1,1,OG0000445,EFER_RS11945,cydA,False
GCF_000005845.2,b0734,cydB,GCF_000026225.1,one_to_one,1,1,OG0000447,EFER_RS11940,cydB,False
GCF_000005845.2,b4515,cydX,GCF_000026225.1,one_to_one,1,1,OG0003083,EFER_RS11935,cydX,False
GCF_000005845.2,b0735,ybgE,GCF_000026225.1,one_to_one,1,1,OG0000942,EFER_RS11930,ybgE,False
GCF_000005845.2,b0736,ybgC,GCF_000026225.1,one_to_one,1,1,OG0000943,EFER_RS11925,ybgC,False
GCF_000005845.2,b0737,tolQ,GCF_000026225.1,one_to_one,1,1,OG0000944,EFER_RS11920,tolQ,False
GCF_000005845.2,b0738,tolR,GCF_000026225.1,one_to_one,1,1,OG0000945,EFER_RS11915,tolR,False
GCF_000005845.2,b0739,tolA,GCF_000026225.1,one_to_one,1,1,OG0000136,EFER_RS11910,tolA,False
GCF_000005845.2,b0740,tolB,GCF_000026225.1,one_to_one,1,1,OG0000946,EFER_RS11905,tolB,False
GCF_000005845.2,b0741,pal,GCF_000026225.1,one_to_one,1,1,OG0000947,EFER_RS11900,pal,False
GCF_000005845.2,b0742,cpoB,GCF_000026225.1,one_to_one,1,1,OG0000948,EFER_RS11895,cpoB,False
GCF_000005845.2,b0743,lysT,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0744,valT,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0745,lysW,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0746,valZ,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0747,lysY,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0748,lysZ,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0749,lysQ,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0750,nadA,GCF_000026225.1,one_to_one,1,1,OG0000949,EFER_RS11855,nadA,False
GCF_000005845.2,b0751,pnuC,GCF_000026225.1,one_to_one,1,1,OG0000950,EFER_RS11850,pnuC,False
GCF_000005845.2,b0752,zitB,GCF_000026225.1,one_to_one,1,1,OG0000951,EFER_RS11845,zitB,False
GCF_000005845.2,b0753,ybgS,GCF_000026225.1,one_to_one,1,1,OG0000952,EFER_RS11840,EFER_RS11840,True
GCF_000005845.2,b0754,aroG,GCF_000026225.1,one_to_one,1,1,OG0000393,EFER_RS11830,aroG,False
GCF_000005845.2,b0755,gpmA,GCF_000026225.1,one_to_one,1,1,OG0000953,EFER_RS11825,gpmA,False
GCF_000005845.2,b0756,galM,GCF_000026225.1,one_to_one,1,1,OG0000954,EFER_RS11820,galM,False
GCF_000005845.2,b0757,galK,GCF_000026225.1,one_to_one,1,1,OG0000955,EFER_RS11815,galK,False
GCF_000005845.2,b0758,galT,GCF_000026225.1,one_to_one,1,1,OG0000956,EFER_RS11810,galT,False
GCF_000005845.2,b0759,galE,GCF_000026225.1,one_to_one,1,1,OG0000093,EFER_RS11805,galE,False
GCF_000005845.2,b0760,modF,GCF_000026225.1,one_to_one,1,1,OG0000957,EFER_RS11800,modF,False
GCF_000005845.2,b0761,modE,GCF_000026225.1,one_to_one,1,1,OG0000958,EFER_RS11795,modE,False
GCF_000005845.2,b0762,acrZ,GCF_000026225.1,one_to_one,1,1,OG0000959,EFER_RS11790,EFER_RS11790,True
GCF_000005845.2,b0763,modA,GCF_000026225.1,one_to_one,1,1,OG0000960,EFER_RS11785,modA,False
GCF_000005845.2,b0764,modB,GCF_000026225.1,one_to_one,1,1,OG0000961,EFER_RS11780,modB,False
GCF_000005845.2,b0765,modC,GCF_000026225.1,one_to_one,1,1,OG0000962,EFER_RS11775,modC,False
GCF_000005845.2,b0766,ybhA,GCF_000026225.1,one_to_one,1,1,OG0000963,EFER_RS11770,EFER_RS11770,True
GCF_000005845.2,b0767,pgl,GCF_000026225.1,one_to_many,1,2,OG0000240,EFER_RS11765;EFER_RS18330,EFER_RS18330;pgl,False
GCF_000005845.2,b0768,ybhD,GCF_000026225.1,one_to_many,1,2,OG0000241,EFER_RS00685;EFER_RS18325,EFER_RS00685;EFER_RS18325,False
GCF_000005845.2,b0769,ybhH,GCF_000026225.1,one_to_one,1,1,OG0000964,EFER_RS18345,EFER_RS18345,True
GCF_000005845.2,b0770,ybhI,GCF_000026225.1,many_to_one,3,1,OG0000015,EFER_RS20715,EFER_RS20715,False
GCF_000005845.2,b0771,ybhJ,GCF_000026225.1,one_to_many,1,2,OG0000965,EFER_RS18340;EFER_RS18350,EFER_RS18340;EFER_RS18350,False
GCF_000005845.2,b0772,ybhC,GCF_000026225.1,one_to_one,1,1,OG0000966,EFER_RS11760,EFER_RS11760,True
GCF_000005845.2,b0773,ybhB,GCF_000026225.1,one_to_one,1,1,OG0000967,EFER_RS11755,EFER_RS11755,True
GCF_000005845.2,b0774,bioA,GCF_000026225.1,one_to_one,1,1,OG0000968,EFER_RS11750,bioA,False
GCF_000005845.2,b0775,bioB,GCF_000026225.1,one_to_one,1,1,OG0000969,EFER_RS11745,bioB,False
GCF_000005845.2,b0776,bioF,GCF_000026225.1,one_to_one,1,1,OG0000970,EFER_RS11740,bioF,False
GCF_000005845.2,b0777,bioC,GCF_000026225.1,one_to_one,1,1,OG0000971,EFER_RS11735,bioC,False
GCF_000005845.2,b0778,bioD,GCF_000026225.1,one_to_one,1,1,OG0000972,EFER_RS11730,bioD,False
GCF_000005845.2,b0779,uvrB,GCF_000026225.1,one_to_one,1,1,OG0000973,EFER_RS11725,uvrB,False
GCF_000005845.2,b0780,ybhK,GCF_000026225.1,one_to_one,1,1,OG0000974,EFER_RS11720,yvcK,True
GCF_000005845.2,b0781,moaA,GCF_000026225.1,one_to_one,1,1,OG0000975,EFER_RS11710,moaA,False
GCF_000005845.2,b0782,moaB,GCF_000026225.1,one_to_one,1,1,OG0000976,EFER_RS11705,moaB,False
GCF_000005845.2,b0783,moaC,GCF_000026225.1,one_to_one,1,1,OG0000977,EFER_RS11700,moaC,False
GCF_000005845.2,b0784,moaD,GCF_000026225.1,one_to_one,1,1,OG0000978,EFER_RS11695,moaD,False
GCF_000005845.2,b0785,moaE,GCF_000026225.1,one_to_one,1,1,OG0000979,EFER_RS11690,moaE,False
GCF_000005845.2,b0786,ybhL,GCF_000026225.1,one_to_one,1,1,OG0000980,EFER_RS11685,EFER_RS11685,True
GCF_000005845.2,b0787,ybhM,GCF_000026225.1,one_to_one,1,1,OG0003582,EFER_RS11675,EFER_RS11675,True
GCF_000005845.2,b0788,ybhN,GCF_000026225.1,one_to_one,1,1,OG0000981,EFER_RS11660,EFER_RS11660,True
GCF_000005845.2,b0789,clsB,GCF_000026225.1,one_to_one,1,1,OG0000982,EFER_RS11655,clsB,False
GCF_000005845.2,b0790,ybhP,GCF_000026225.1,one_to_one,1,1,OG0000983,EFER_RS11650,EFER_RS11650,True
GCF_000005845.2,b0791,ybhQ,GCF_000026225.1,one_to_one,1,1,OG0000984,EFER_RS11645,EFER_RS11645,True
GCF_000005845.2,b0792,ybhR,GCF_000026225.1,one_to_one,1,1,OG0000985,EFER_RS11640,EFER_RS11640,True
GCF_000005845.2,b0793,ybhS,GCF_000026225.1,one_to_one,1,1,OG0000986,EFER_RS11635,EFER_RS11635,True
GCF_000005845.2,b0794,ybhF,GCF_000026225.1,one_to_one,1,1,OG0000987,EFER_RS11630,EFER_RS11630,True
GCF_000005845.2,b0795,ybhG,GCF_000026225.1,one_to_one,1,1,OG0000988,EFER_RS11625,hlyD,True
GCF_000005845.2,b0796,cecR,GCF_000026225.1,one_to_one,1,1,OG0000989,EFER_RS11620,cecR,False
GCF_000005845.2,b0797,rhlE,GCF_000026225.1,one_to_one,1,1,OG0000990,EFER_RS11615,rhlE,False
GCF_000005845.2,b0798,ybiA,GCF_000026225.1,one_to_many,1,2,OG0003206,EFER_RS11605;EFER_RS15155,EFER_RS15155;ybiA,False
GCF_000005845.2,b0799,dinG,GCF_000026225.1,one_to_one,1,1,OG0000991,EFER_RS11600,dinG,False
GCF_000005845.2,b0800,ybiB,GCF_000026225.1,one_to_one,1,1,OG0000992,EFER_RS11595,ybiB,False
GCF_000005845.2,b0801,hcxB,GCF_000026225.1,one_to_one,1,1,OG0000993,EFER_RS11590,hcxB,False
GCF_000005845.2,b4814,zbiJ,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b4769,ybiE,GCF_000026225.1,one_to_one,1,1,OG0003709,EFER_RS24585,ybiE,False
GCF_000005845.2,b0802,ybiJ,GCF_000026225.1,one_to_one,1,1,OG0000994,EFER_RS11585,ybiJ,False
GCF_000005845.2,b0803,ybiI,GCF_000026225.1,one_to_one,1,1,OG0000036,EFER_RS11580,ybiI,False
GCF_000005845.2,b0804,ybiX,GCF_000026225.1,one_to_one,1,1,OG0000995,EFER_RS11575,ybiX,False
GCF_000005845.2,b0805,fiu,GCF_000026225.1,one_to_one,1,1,OG0000996,EFER_RS11570,EFER_RS11570,True
GCF_000005845.2,b0806,mcbA,GCF_000026225.1,one_to_one,1,1,OG0000997,EFER_RS24125,mcbA,False
GCF_000005845.2,b0807,rlmF,GCF_000026225.1,one_to_one,1,1,OG0000998,EFER_RS11560,rlmF,False
GCF_000005845.2,b0808,ybiO,GCF_000026225.1,one_to_one,1,1,OG0000999,EFER_RS11555,ybiO,False
GCF_000005845.2,b0809,glnQ,GCF_000026225.1,one_to_many,1,2,OG0000242,EFER_RS04870;EFER_RS08950,EFER_RS08950;glnQ,False
GCF_000005845.2,b0810,glnP,GCF_000026225.1,one_to_one,1,1,OG0001000,EFER_RS04875,glnP,False
GCF_000005845.2,b0811,glnH,GCF_000026225.1,one_to_one,1,1,OG0001001,EFER_RS04880,glnH,False
GCF_000005845.2,b0812,dps,GCF_000026225.1,one_to_one,1,1,OG0001002,EFER_RS04890,dps,False
GCF_000005845.2,b0813,rhtA,GCF_000026225.1,one_to_one,1,1,OG0001003,EFER_RS04895,rhtA,False
GCF_000005845.2,b4736,yliM,GCF_000026225.1,no_ortholog,1,0,OG0003441,,,False
GCF_000005845.2,b0814,ompX,GCF_000026225.1,one_to_one,1,1,OG0000137,EFER_RS04900,ompX,False
GCF_000005845.2,b0815,opgE,GCF_000026225.1,one_to_one,1,1,OG0001004,EFER_RS04905,EFER_RS04905,True
GCF_000005845.2,b4416,rybA,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b4705,mntS,GCF_000026225.1,one_to_one,1,1,OG0002983,EFER_RS04910,mntS,False
GCF_000005845.2,b0817,mntR,GCF_000026225.1,one_to_one,1,1,OG0001005,EFER_RS04915,mntR,False
GCF_000005845.2,b0818,ybiR,GCF_000026225.1,one_to_one,1,1,OG0001006,EFER_RS04920,EFER_RS04920,True
GCF_000005845.2,b0819,ldtB,GCF_000026225.1,one_to_one,1,1,OG0000449,EFER_RS04925,ldtB,False
GCF_000005845.2,b0820,ybiT,GCF_000026225.1,one_to_one,1,1,OG0001007,EFER_RS04930,EFER_RS04930,True
GCF_000005845.2,b0821,ybiU,GCF_000026225.1,no_ortholog,1,0,OG0003583,,,False
GCF_000005845.2,b0822,ybiV,GCF_000026225.1,one_to_one,1,1,OG0000452,EFER_RS04935,ybiV,False
GCF_000005845.2,b0823,ybiW,GCF_000026225.1,one_to_one,1,1,OG0001008,EFER_RS04940,EFER_RS04940,True
GCF_000005845.2,b0824,ybiY,GCF_000026225.1,one_to_one,1,1,OG0000243,EFER_RS04945,EFER_RS04945,True
GCF_000005845.2,b0825,fsaA,GCF_000026225.1,one_to_one,1,1,OG0000453,EFER_RS04950,fsa,True
GCF_000005845.2,b0826,moeB,GCF_000026225.1,one_to_one,1,1,OG0001009,EFER_RS04955,moeB,False
GCF_000005845.2,b0827,moeA,GCF_000026225.1,one_to_one,1,1,OG0001010,EFER_RS04960,moeA,False
GCF_000005845.2,b0828,iaaA,GCF_000026225.1,no_ortholog,1,0,OG0003207,,,False
GCF_000005845.2,b0829,gsiA,GCF_000026225.1,one_to_one,1,1,OG0001011,EFER_RS04965,gsiA,False
GCF_000005845.2,b0830,gsiB,GCF_000026225.1,one_to_one,1,1,OG0000514,EFER_RS04970,gsiB,False
GCF_000005845.2,b0831,gsiC,GCF_000026225.1,one_to_one,1,1,OG0001012,EFER_RS04975,gsiC,False
GCF_000005845.2,b0832,gsiD,GCF_000026225.1,one_to_one,1,1,OG0000388,EFER_RS04980,gsiD,False
GCF_000005845.2,b0833,pdeI,GCF_000026225.1,one_to_one,1,1,OG0000537,EFER_RS04985,EFER_RS04985,True
GCF_000005845.2,b0834,dgcI,GCF_000026225.1,one_to_one,1,1,OG0000538,EFER_RS04990,EFER_RS04990,True
GCF_000005845.2,b0835,rimO,GCF_000026225.1,one_to_one,1,1,OG0001013,EFER_RS04995,rimO,False
GCF_000005845.2,b0836,bssR,GCF_000026225.1,one_to_one,1,1,OG0001014,EFER_RS05000,bssR,False
GCF_000005845.2,b0837,yliI,GCF_000026225.1,one_to_one,1,1,OG0001015,EFER_RS05005,EFER_RS05005,True
GCF_000005845.2,b0838,gstB,GCF_000026225.1,one_to_one,1,1,OG0001016,EFER_RS05010,EFER_RS05010,True
GCF_000005845.2,b0839,dacC,GCF_000026225.1,one_to_one,1,1,OG0000442,EFER_RS05020,dacC,False
GCF_000005845.2,b0840,deoR,GCF_000026225.1,one_to_one,1,1,OG0001017,EFER_RS05025,deoR,False
GCF_000005845.2,b0841,ybjG,GCF_000026225.1,one_to_one,1,1,OG0001018,EFER_RS05030,ybjG,False
GCF_000005845.2,b0842,mdfA,GCF_000026225.1,one_to_one,1,1,OG0001019,EFER_RS05035,EFER_RS05035,True
GCF_000005845.2,b0843,ybjH,GCF_000026225.1,one_to_one,1,1,OG0001020,EFER_RS05040,EFER_RS05040,True
GCF_000005845.2,b0844,ybjI,GCF_000026225.1,one_to_one,1,1,OG0000451,EFER_RS05045,EFER_RS05045,True
GCF_000005845.2,b0845,ybjJ,GCF_000026225.1,one_to_one,1,1,OG0001021,EFER_RS05050,EFER_RS05050,True
GCF_000005845.2,b0846,rcdA,GCF_000026225.1,one_to_one,1,1,OG0001022,EFER_RS05055,EFER_RS05055,True
GCF_000005845.2,b4417,rybB,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0847,ybjL,GCF_000026225.1,one_to_one,1,1,OG0001023,EFER_RS05065,EFER_RS05065,True
GCF_000005845.2,b0848,ybjM,GCF_000026225.1,one_to_one,1,1,OG0001024,EFER_RS05070,EFER_RS05070,True
GCF_000005845.2,b0849,grxA,GCF_000026225.1,no_ortholog,1,0,OG0003208,,,False
GCF_000005845.2,b0850,ybjC,GCF_000026225.1,no_ortholog,1,0,OG0003209,,,False
GCF_000005845.2,b0851,nfsA,GCF_000026225.1,one_to_one,1,1,OG0001025,EFER_RS05075,nfsA,False
GCF_000005845.2,b0852,rimK,GCF_000026225.1,one_to_one,1,1,OG0001026,EFER_RS05080,rimK,False
GCF_000005845.2,b0853,ybjN,GCF_000026225.1,one_to_one,1,1,OG0003210,EFER_RS05085,EFER_RS05085,True
GCF_000005845.2,b0854,potF,GCF_000026225.1,one_to_one,1,1,OG0001027,EFER_RS05095,potF,False
GCF_000005845.2,b0855,potG,GCF_000026225.1,one_to_one,1,1,OG0001028,EFER_RS05100,potG,False
GCF_000005845.2,b0856,potH,GCF_000026225.1,one_to_one,1,1,OG0001029,EFER_RS05105,potH,False
GCF_000005845.2,b0857,potI,GCF_000026225.1,one_to_one,1,1,OG0001030,EFER_RS05110,potI,False
GCF_000005845.2,b0858,ybjO,GCF_000026225.1,one_to_one,1,1,OG0001031,EFER_RS05115,EFER_RS05115,True
GCF_000005845.2,b0859,rlmC,GCF_000026225.1,one_to_one,1,1,OG0001032,EFER_RS05120,rlmC,False
GCF_000005845.2,b0860,artJ,GCF_000026225.1,one_to_many,1,2,OG0000197,EFER_RS05125;EFER_RS21030,EFER_RS21030;artJ,False
GCF_000005845.2,b0861,artM,GCF_000026225.1,one_to_one,1,1,OG0001033,EFER_RS05130,artM,False
GCF_000005845.2,b0862,artQ,GCF_000026225.1,one_to_one,1,1,OG0001034,EFER_RS05135,artQ,False
GCF_000005845.2,b0863,artI,GCF_000026225.1,one_to_one,1,1,OG0000421,EFER_RS05140,artI,False
GCF_000005845.2,b0864,artP,GCF_000026225.1,one_to_one,1,1,OG0001035,EFER_RS05145,artP,False
GCF_000005845.2,b0865,ybjP,GCF_000026225.1,one_to_one,1,1,OG0003211,EFER_RS05150,EFER_RS05150,True
GCF_000005845.2,b0866,ybjQ,GCF_000026225.1,one_to_one,1,1,OG0001036,EFER_RS05155,EFER_RS05155,True
GCF_000005845.2,b0867,amiD,GCF_000026225.1,one_to_one,1,1,OG0001037,EFER_RS05160,amiD,False
GCF_000005845.2,b0868,ybjS,GCF_000026225.1,one_to_one,1,1,OG0001038,EFER_RS05165,EFER_RS05165,True
GCF_000005845.2,b0869,ybjT,GCF_000026225.1,one_to_one,1,1,OG0001039,EFER_RS05170,EFER_RS05170,True
GCF_000005845.2,b0870,ltaE,GCF_000026225.1,one_to_one,1,1,OG0001040,EFER_RS05175,ltaE,False
GCF_000005845.2,b0871,poxB,GCF_000026225.1,one_to_one,1,1,OG0001041,EFER_RS05180,poxB,False
GCF_000005845.2,b0872,hcr,GCF_000026225.1,one_to_one,1,1,OG0001042,EFER_RS05190,hcr,False
GCF_000005845.2,b0873,hcp,GCF_000026225.1,one_to_one,1,1,OG0001043,EFER_RS05195,hcp,False
GCF_000005845.2,b0874,lysO,GCF_000026225.1,one_to_one,1,1,OG0001044,EFER_RS05200,lysO,False
GCF_000005845.2,b0875,aqpZ,GCF_000026225.1,one_to_one,1,1,OG0001045,EFER_RS05210,aqpZ,False
GCF_000005845.2,b0876,ybjD,GCF_000026225.1,one_to_one,1,1,OG0001046,EFER_RS05215,EFER_RS05215,True
GCF_000005845.2,b0877,ybjX,GCF_000026225.1,one_to_many,1,2,OG0000244,EFER_RS05220;EFER_RS09615,EFER_RS05220;EFER_RS09615,False
GCF_000005845.2,b0878,macA,GCF_000026225.1,one_to_one,1,1,OG0000245,EFER_RS05225,macA,False
GCF_000005845.2,b0879,macB,GCF_000026225.1,one_to_one,1,1,OG0000246,EFER_RS05230,macB,False
GCF_000005845.2,b0880,cspD,GCF_000026225.1,one_to_one,1,1,OG0000368,EFER_RS05235,cspD,False
GCF_000005845.2,b4770,yljB,GCF_000026225.1,no_ortholog,1,0,OG0003445,,,False
GCF_000005845.2,b0881,clpS,GCF_000026225.1,one_to_one,1,1,OG0001047,EFER_RS05240,clpS,False
GCF_000005845.2,b0882,clpA,GCF_000026225.1,one_to_one,1,1,OG0001048,EFER_RS05245,clpA,False
GCF_000005845.2,b0883,serW,GCF_000026225.1,no_protein,1,0,,,,False
GCF_000005845.2,b0884,infA,GCF_000026225.1,one_to_one,1,1,OG0001049,EFER_RS05255,infA,False
GCF_000005845.2,b0885,aat,GCF_000026225.1,one_to_one,1,1,OG0001050,EFER_RS05260,aat,False
GCF_000005845.2,b0886,cydC,GCF_000026225.1,one_to_one,1,1,OG0001051,EFER_RS05265,cydC,False
GCF_000005845.2,b0887,cydD,GCF_000026225.1,one_to_one,1,1,OG0001052,EFER_RS05270,cydD,False
GCF_000005845.2,b0888,trxB,GCF_000026225.1,one_to_many,1,2,OG0000247,EFER_RS05275;EFER_RS15220,EFER_RS15220;trxB,False
GCF_000005845.2,b0889,lrp,GCF_000026225.1,one_to_one,1,1,OG0001053,EFER_RS05280,lrp,False
